Authors,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Document Type,Publication Stage,Open Access,Source,EID
"Piana, F., Barale, L., Botta, S., Compagnoni, R., Fidelibus, C., Tallone, S., Avataneo, C., Cossio, R., Turci, F.","6602205680; 55540514900; 16174373800; 7003855275; 6603401619; 13405572500; 57205071400; 6602357180; 7004257380","Direct and indirect assessment of the amount of naturally occurring asbestos in fractured rocks | Estimación directa e indirecta del contenido de depósitos de minerales de amianto en rocas fracturadas",2020,"Boletin Geologico y Minero",131,"3",,363,371,,,10.21701/BOLGEOMIN.131.3.002,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85115844262&partnerID=40&md5=71fe4134dd6b9fa8aac2ab21bc1354fc",Article,Final,"All Open Access, Bronze",Scopus,2-s2.0-85115844262
"Piai, V., Riès, S.K., Knight, R.T.","36961301600; 36021907300; 57206471338","The electrophysiology of language production: What could be improved",2014,"Frontiers in Psychology",5,"OCT", 560,,,,5,10.3389/fpsyg.2014.01560,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84926629950&partnerID=40&md5=3585ad4128cded97435e16b8227796d3",Note,Final,"All Open Access, Gold, Green",Scopus,2-s2.0-84926629950
"Phinikarides, A., Makrides, G., Zinsser, B., Schubert, M., Georghiou, G.E.","54783235100; 26021402800; 26021663600; 7202256339; 19336953000","Analysis of photovoltaic system performance time series: Seasonality and performance loss",2015,"Renewable Energy",77,"",,51,63,,48,10.1016/j.renene.2014.11.091,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84918835201&partnerID=40&md5=f738cb9a8d5be499f15bc3a4e9d2db22",Article,Final,"",Scopus,2-s2.0-84918835201
"Phillips, P.C.B., Gao, W.Y.","35350444400; 57211469666","Structural inference from reduced forms with many instruments",2017,"Journal of Econometrics",199,"2",,96,116,,3,10.1016/j.jeconom.2017.05.003,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85021371567&partnerID=40&md5=8a867d93cb8a029b2155af60a54016ce",Article,Final,"All Open Access, Green",Scopus,2-s2.0-85021371567
"Phillips, P.C.B., Lee, J.H.","35350444400; 57054223900","Predictive regression under various degrees of persistence and robust long-horizon regression",2013,"Journal of Econometrics",177,"2",,250,264,,49,10.1016/j.jeconom.2013.04.011,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84886724423&partnerID=40&md5=6a8bed08997465473fb8bf78725e4b8d",Article,Final,"All Open Access, Green",Scopus,2-s2.0-84886724423
"Phillips, P.C.B., Ploberger, W.","35350444400; 6602248261","An asymptotic theory of Bayesian inference for time series",1996,"Econometrica",64,"2",,381,412,,81,10.2307/2171788,"https://www.scopus.com/inward/record.url?eid=2-s2.0-0030353926&partnerID=40&md5=ff3f3b36647a899311ed830b04538099",Article,Final,"",Scopus,2-s2.0-0030353926
"Phillips, P.C.B., Hansen, B.E.","35350444400; 7403019055","Statistical inference in instrumental variables regression with i(1) processes",1990,"Review of Economic Studies",57,"1",,99,125,,2040,10.2307/2297545,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84959818799&partnerID=40&md5=9042c98e6f7216a3acd38bbd01c40e21",Article,Final,"",Scopus,2-s2.0-84959818799
"Philippe, A., Vibet, M.-A.","56247577900; 24723333800","A Note on the Bayesian Modeling of the Stratigraphic Chronology of Canímar Abajo, Cuba",2018,"Radiocarbon",60,"3",,1001,1011,,3,10.1017/RDC.2018.19,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85048173035&partnerID=40&md5=5ef637a0b4ef9ea93611f6c8bdf63aed",Article,Final,"",Scopus,2-s2.0-85048173035
"Philip, G.M., Watson, D.F.","7006968637; 56326740400","Probabilism in Geological Data Analysis",1987,"Geological Magazine",124,"6",,577,583,,6,10.1017/S0016756800017404,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84974325056&partnerID=40&md5=0f2a207a259f7fae0c47d4ada8f03fce",Article,Final,"",Scopus,2-s2.0-84974325056
"Pham, N., Wu, X., Zabihi Naeini, E.","57204473374; 56129600500; 16043138100","Missing well log prediction using convolutional long short-term memory network",2020,"Geophysics",85,"4",,WA159,WA171,,13,10.1190/geo2019-0282.1,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85103694528&partnerID=40&md5=d11ead9738365c38cd5f691d7360693e",Article,Final,"",Scopus,2-s2.0-85103694528
"Pham, B.T., Amiri, M., Nguyens, M.D., Ngo, T.Q., Nguyen, K.T., Tran, H.T., Vu, H., Anh, B.T.Q., Le, H.V., Prakash, I.","57218701612; 57205332659; 57224586254; 57208648356; 56672394300; 57202375416; 57212767507; 57224562188; 57217307187; 57130381500","Estimation of shear strength parameters of soil using Optimized Inference Intelligence System",2021,"Vietnam Journal of Earth Sciences",43,"2",,189,198,,,10.15625/0866-7187/15926,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85107977829&partnerID=40&md5=bd67b76abd9311c367fb4fce477f642f",Article,Final,"All Open Access, Bronze",Scopus,2-s2.0-85107977829
"Petrovskii, S., Mashanova, A., Jansen, V.A.A.","7004253077; 23035651200; 7006982838","Variation in individual walking behavior creates the impression of a Lévy flight",2011,"Proceedings of the National Academy of Sciences of the United States of America",108,"21",,8704,8707,,87,10.1073/pnas.1015208108,"https://www.scopus.com/inward/record.url?eid=2-s2.0-79957743804&partnerID=40&md5=fd2b11a608828079e4e51d14b209c3ca",Article,Final,"All Open Access, Bronze, Green",Scopus,2-s2.0-79957743804
"Petrollese, M., Cocco, D., Cau, G., Cogliani, E.","56030790300; 35877304100; 13102590900; 16306362900","Comparison of three different approaches for the optimization of the CSP plant scheduling",2017,"Solar Energy",150,"",,463,476,,24,10.1016/j.solener.2017.04.060,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85018754890&partnerID=40&md5=dbf30676551609d827759414b7e4ad38",Article,Final,"",Scopus,2-s2.0-85018754890
"Petrocelli, J.V., Clarkson, J.J., Whitmire, M.B., Moon, P.E.","6602465269; 14522324000; 55748853700; 55747824900","When ab ≠ c - c′: Published errors in the reports of single-mediator models",2013,"Behavior Research Methods",45,"2",,595,601,,6,10.3758/s13428-012-0262-5,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84878263940&partnerID=40&md5=ffbc0f00d8fb8d3e62712298081e0eed",Article,Final,"All Open Access, Bronze",Scopus,2-s2.0-84878263940
"Petrie, A., Bulman, J.S., Osborn, J.F.","35974110300; 7006315974; 36798764300","Further statistics in dentistry part 9: Bayesian statistics",2003,"British Dental Journal",194,"3",,129,134,,8,10.1038/sj.bdj.4809892,"https://www.scopus.com/inward/record.url?eid=2-s2.0-0037641072&partnerID=40&md5=087356a10d1bfbaed6af0985d194783c",Review,Final,"All Open Access, Bronze",Scopus,2-s2.0-0037641072
"Petrie, A., Bulman, J.S., Osborn, J.F.","35974110300; 7006315974; 36798764300","Why become a dentist?",2002,"British Dental Journal",193,"9",,495,498,,11,10.1038/sj.bdj.4801608,"https://www.scopus.com/inward/record.url?eid=2-s2.0-0037049080&partnerID=40&md5=64971fff6185ba2a2dc1e15cedd45aee",Article,Final,"",Scopus,2-s2.0-0037049080
"Petković, B., Petković, D., Kuzman, B.","57190402090; 37461848600; 54684337800","Adaptive neuro fuzzy predictive models of agricultural biomass standard entropy and chemical exergy based on principal component analysis",2020,"Biomass Conversion and Biorefinery",,"",,,,,6,10.1007/s13399-020-00767-1,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85086048273&partnerID=40&md5=f0e830fc1a496e843c222c291dc0bb60",Article,Article in Press,"",Scopus,2-s2.0-85086048273
"Peterson, R.A.","7403617001","On the myth of reported precision in public opinion polls",2018,"International Journal of Market Research",60,"2",,147,155,,1,10.1177/1470785317752044,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85055980303&partnerID=40&md5=12d30d3dbd114a8235f06a741130db2d",Article,Final,"",Scopus,2-s2.0-85055980303
"PETERSON, C.R., BEACH, L.R.","7402987673; 7006880513","MAN AS AN INTUITIVE STATISTICIAN",1967,"Psychological Bulletin",68,"1",,29,46,,521,10.1037/h0024722,"https://www.scopus.com/inward/record.url?eid=2-s2.0-0014109840&partnerID=40&md5=4fcddd5febb9cf0c32947cc90fe1d7c1",Article,Final,"",Scopus,2-s2.0-0014109840
"Petersen-Øverleir, A.","14011866000","Misspecification of extreme rainfall population statistics and frequency inference due to measurement bias and variability",2005,"Atmospheric Research",75,"4",,283,300,,3,10.1016/j.atmosres.2005.01.004,"https://www.scopus.com/inward/record.url?eid=2-s2.0-20044364226&partnerID=40&md5=e1fd5d07354a60bcbd6caaa4d02f38f6",Article,Final,"",Scopus,2-s2.0-20044364226
"Petersen, A., Zhao, J., Carmichael, O., Müller, H.-G.","57206427964; 57191197900; 6603086433; 7404945300","Quantifying Individual Brain Connectivity with Functional Principal Component Analysis for Networks",2016,"Brain Connectivity",6,"7",,540,547,,4,10.1089/brain.2016.0420,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84987862336&partnerID=40&md5=0d268ce282941cd4869ee09aa6783a8d",Article,Final,"All Open Access, Green",Scopus,2-s2.0-84987862336
"Pesko, K.N., Torres-Perez, F., Hjelle, B.L., Ebel, G.D.","22835934500; 7801421350; 57204205321; 6701841383","Molecular epidemiology of Powassan virus in North America",2010,"Journal of General Virology",91,"11",,2698,2705,,32,10.1099/vir.0.024232-0,"https://www.scopus.com/inward/record.url?eid=2-s2.0-78049374936&partnerID=40&md5=df1b1dd7c3cd1389d5c9757ba441f2ed",Article,Final,"All Open Access, Bronze, Green",Scopus,2-s2.0-78049374936
"Pesenson, M.Z., Suram, S.K., Gregoire, J.M.","6507785351; 37018749800; 15127247100","Statistical analysis and interpolation of compositional data in materials science",2015,"ACS Combinatorial Science",17,"2",,130,136,,15,10.1021/co5001458,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84922620813&partnerID=40&md5=a7cd6cc57dd3b59589491b3cef7ffa80",Article,Final,"",Scopus,2-s2.0-84922620813
"Pesaran, M.H., Pick, A., Timmermann, A.","56580592100; 7006653555; 7006828969","Variable selection, estimation and inference for multi-period forecasting problems",2011,"Journal of Econometrics",164,"1",,173,187,,43,10.1016/j.jeconom.2011.02.018,"https://www.scopus.com/inward/record.url?eid=2-s2.0-79960353143&partnerID=40&md5=0fe7f53f6c3f04272fb4d7231b6d1258",Article,Final,"",Scopus,2-s2.0-79960353143
"Persson, T., Tabellini, G.","7007030649; 7003362156","Constitutional rules and fiscal policy outcomes",2004,"American Economic Review",94,"1",,25,45,,203,10.1257/000282804322970689,"https://www.scopus.com/inward/record.url?eid=2-s2.0-2442638906&partnerID=40&md5=431359b77dead158f3869b5a4df1105b",Article,Final,"",Scopus,2-s2.0-2442638906
"Perrone, D., Aelterman, J., Pižurica, A., Jeurissen, B., Philips, W., Leemans, A.","56090007200; 26326778800; 6602736198; 24765945300; 7005218159; 8235664500","The effect of Gibbs ringing artifacts on measures derived from diffusion MRI",2015,"NeuroImage",120,"",,441,455,,59,10.1016/j.neuroimage.2015.06.068,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84939797905&partnerID=40&md5=87df9a8dda5078a3d3f1ed83ebe2f3fe",Article,Final,"",Scopus,2-s2.0-84939797905
"Perretti, C.T., Munch, S.B., Sugihara, G.","54794515000; 7004701292; 7005912152","Model-free forecasting outperforms the correct mechanistic model for simulated and experimental data",2013,"Proceedings of the National Academy of Sciences of the United States of America",110,"13",,5253,5257,,69,10.1073/pnas.1216076110,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84875503881&partnerID=40&md5=28cd6dbfbd11970d8ea29a3e869c1bbc",Article,Final,"All Open Access, Bronze, Green",Scopus,2-s2.0-84875503881
"Perone, M.","6701678347","Statistical inference in behavior analysis: Experimental control is better",1999,"Behavior Analyst",22,"2",,109,116,,58,10.1007/BF03391988,"https://www.scopus.com/inward/record.url?eid=2-s2.0-0033236306&partnerID=40&md5=db175281d9ed9c3a51608ccf48c986d5",Article,Final,"All Open Access, Green",Scopus,2-s2.0-0033236306
"Perkovic, S., Orquin, J.L.","57194120164; 55199940500","Implicit Statistical Learning in Real-World Environments Leads to Ecologically Rational Decision Making",2018,"Psychological Science",29,"1",,34,44,,11,10.1177/0956797617733831,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85040739371&partnerID=40&md5=d275d12571bbc6be13767c7f82456953",Article,Final,"",Scopus,2-s2.0-85040739371
"Perkins, D.V.","7201695895","Bayesian inference from qualitative and quantitative data in program evaluation",1987,"Journal of Community Psychology",15,"2",,187,204,,1,10.1002/1520-6629(198704)15:2<187::AID-JCOP2290150209>3.0.CO;2-7,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84987505475&partnerID=40&md5=a0e93e38a827291a308224eba37a2a0a",Article,Final,"",Scopus,2-s2.0-84987505475
"Pérez-Salas, C.P., Ramos, C., Oliva, K., Ortega, A.","34971797700; 57219164869; 57190067611; 8964394600","Bifactor modeling of the behavior rating inventory of executive function (BRIEF) in a Chilean sample",2016,"Perceptual and Motor Skills",122,"3",,757,776,,11,10.1177/0031512516650441,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84977142675&partnerID=40&md5=bb9a052424d4e504cf7fb37daae4b4c5",Article,Final,"",Scopus,2-s2.0-84977142675
"Pérez, C.G., Alaiz, M.P.","15047104100; 26326097900","Senbilibilidad de la evolución de la desigualdad a las técnicas de inferencia utilizadas. Una aplicaciÓn para el índice de Gini en el caso español (1993-2000)",2009,"Trimestre Economico",76,"1",,101,118,,,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-62549097777&partnerID=40&md5=acc7708c9a965326e3cd5fdf5d514155",Article,Final,"",Scopus,2-s2.0-62549097777
"Perez, A., MacCallum, J.L., Dill, K.A.","35764684500; 7006230590; 35561132800","Accelerating molecular simulations of proteins using Bayesian inference on weak information",2015,"Proceedings of the National Academy of Sciences of the United States of America",112,"38",,11846,11851,,54,10.1073/pnas.1515561112,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84942922470&partnerID=40&md5=8d90eebc8f7dc71170acb6c100460074",Article,Final,"All Open Access, Hybrid Gold, Green",Scopus,2-s2.0-84942922470
"Pereira, R.M., de Almeida, A.N., de Oliveira, C.A.","57208438662; 56985221800; 56392464500","O valor estatístico de uma vida: Estimativas para o Brasil",2020,"Estudos Economicos",50,"2",,227,259,,,10.1590/0101-41615022rac,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85089530312&partnerID=40&md5=77401c11ff0886677129be11e386d1af",Article,Final,"All Open Access, Gold",Scopus,2-s2.0-85089530312
"Pereira, J.M.V., Flores, P.V.P., Figueiredo, L.S., Arruda, C.S., Cassiano, K.M., Vieira, G.C.A., Guerra, T.R.B., da Silva, V.A., Cavalcanti, A.C.D.","56176957400; 57193456341; 57193448515; 36482507300; 35204872700; 56175915900; 57192931432; 56175562300; 22978604200","Nursing Diagnoses of hospitalized patients with heart failure: A longitudinal study",2016,"Revista da Escola de Enfermagem",50,"6",,929,936,,3,10.1590/S0080-623420160000700008,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85014105854&partnerID=40&md5=4b9d72532ae7ba99b35e00fd07be52c5",Article,Final,"All Open Access, Gold",Scopus,2-s2.0-85014105854
"Pereira, J.M.C., Turkman, M.A.A., Turkman, K.F., Oom, D.","35570811600; 6508182055; 6603285909; 14060800700","Anthromes displaying evidence of weekly cycles in active fire data cover 70% of the global land surface",2019,"Scientific Reports",9,"1", 11424,,,,2,10.1038/s41598-019-47678-4,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85070272892&partnerID=40&md5=eeb4e8c3cb2154b4eacfbe205bd1f8c1",Article,Final,"All Open Access, Gold, Green",Scopus,2-s2.0-85070272892
"Peralta, Y., Kohli, N., Lock, E.F., Davison, M.L.","57192110404; 55241401400; 36196870100; 7101919029","Bayesian Modeling of Associations in Bivariate Piecewise Linear Mixed-Effects Models",2020,"Psychological Methods",,"",,,,,,10.1037/met0000358,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85092555762&partnerID=40&md5=b355d7a1d97effcd96ac875ec3e35e2b",Article,Article in Press,"",Scopus,2-s2.0-85092555762
"Pepe, G., Cevasco, A., Gaggero, L., Berardi, R.","55556030800; 36978807900; 56058229400; 7103074480","Variability of intact rock mechanical properties for some metamorphic rock types and its implications on the number of test specimens",2017,"Bulletin of Engineering Geology and the Environment",76,"2",,629,644,,5,10.1007/s10064-016-0912-4,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84978100750&partnerID=40&md5=ae4f0b6cdc98a58c0d13faa553e20a78",Article,Final,"",Scopus,2-s2.0-84978100750
"Penny, W.D., Trujillo-Barreto, N.J., Friston, K.J.","7006713116; 6507199519; 36080215500","Bayesian fMRI time series analysis with spatial priors",2005,"NeuroImage",24,"2",,350,362,,171,10.1016/j.neuroimage.2004.08.034,"https://www.scopus.com/inward/record.url?eid=2-s2.0-16244387927&partnerID=40&md5=093d8cbf7f299f9e89e311e398d6720c",Article,Final,"All Open Access, Green",Scopus,2-s2.0-16244387927
"Penny, W.D., Stephan, K.E., Mechelli, A., Friston, K.J.","7006713116; 7102375486; 6603693131; 36080215500","Modelling functional integration: A comparison of structural equation and dynamic causal models",2004,"NeuroImage",23,"SUPPL. 1",,S264,S274,,246,10.1016/j.neuroimage.2004.07.041,"https://www.scopus.com/inward/record.url?eid=2-s2.0-7044235213&partnerID=40&md5=e605e23df2ea3a41095f21d63d3ca9db",Conference Paper,Final,"All Open Access, Green",Scopus,2-s2.0-7044235213
"Peng, Y., Fu, M.C., Hu, J.-Q.","55635440600; 7202031012; 57205084631","Gradient-based simulated maximum likelihood estimation for stochastic volatility models using characteristic functions",2016,"Quantitative Finance",16,"9",,1393,1411,,5,10.1080/14697688.2016.1185142,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84976286777&partnerID=40&md5=d6e2fbb6556c30673c4458b872ffc712",Article,Final,"",Scopus,2-s2.0-84976286777
"Peng, J.","55972252800","Analyzing statistical age models to determine the equivalent dose and burial age using a Markov chain Monte Carlo method",2020,"Geochronometria",,"",,,,,1,10.1515/GEOCHR-2015-0114,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85114418361&partnerID=40&md5=0550673e5e6ca24ce0691ea403680d56",Conference Paper,Article in Press,"All Open Access, Bronze",Scopus,2-s2.0-85114418361
